283	作文	78
284	大陆	58
285	人才	45
286	人类	56
287	成交量	87
288	办学	81
289	歌迷	80
290	蟑螂	100
291	家居	61
292	演员	64
293	婚姻	62
294	楼盘	75
295	战斗机	97
296	民警	81
297	股票	64
298	毕业	50
299	法学	79
300	双子	95
301	刻板	113
302	mb	104
303	澎湖	115
304	facebook	189
305	大纲	80
306	军费	117
307	装饰	56
308	指挥	67
309	后卫	86
310	恋爱	64
311	创作	65
312	新型	64
313	太空	82
314	分手	70
315	纳什	117
316	故事	46
317	行星	97
318	中医	69
319	运营商	81
320	心里	50
321	陆军	91
322	操作系统	65
323	包终身	70
324	唱片	69
325	居室	87
326	上篮	115
327	科目	79
328	抗生素	94
329	动力	57
330	搭配	67
331	500万	70
332	asp	54
333	房产税	121
334	基金	62
335	desire	70
336	卧室	81
337	饰演	89
338	经销商	65
339	运势	106
340	儿童	55
341	本场	93
342	均匀	77
343	三分	70
344	测试用例	146
345	作家	69
346	宇航员	109
347	珠宝	79
348	足球	58
349	客厅	79
350	战斗	63
351	癌症	86
352	官兵	90
353	乙肝	97
354	拿下	83
355	信息化	72
356	涂料	79
357	温家宝	89
358	高中	59
359	水货	94
360	柚木	123
361	嘀嗒	144
362	古镇	96
363	警方	72
364	购车	86
365	题目	72
366	决赛	73
367	18日	70
368	mhz	70
369	双鱼	104
370	它们	53
371	林峰	119
372	人像	87
373	成交	69
374	中国队	88
375	核武器	99
376	配备	70
377	申花	100
378	游客	50
379	幼儿	68
380	主教练	88
381	时装	72
382	武汉队	134
383	自学	78
384	沈永革	70
385	情报	73
386	入学	75
387	观测	96
388	科学家们	105
389	搭载	98
390	瀑布	87
391	男子	63
392	任务	50
393	搅拌	87
394	学院	50
395	秋冬	88
396	半决赛	99
397	gb	97
398	酒井法子	126
399	司法	68
400	术后	97
401	疗效	85
402	通胀	104
403	二手房	73
404	2011年04月29日	70
405	中国海军	115
406	倒入	98
407	影讯	122
408	本科生	89
409	宇宙	74
410	老婆	61
411	美日	106
412	快门	85
413	王珞丹	171
414	医保	97
415	原价	84
416	ent	85
417	激素	87
418	全新	53
419	张宁	124
420	消费者	55
421	17日	70
422	arp	136
423	俱乐部	57
424	全场	80
425	放疗	119
426	牙防组	140
427	飞行	73
428	一首	70
429	检查	49
430	细则	79
431	吊顶	101
432	回归测试	168
433	体验	58
434	艺术类	95
435	移植	86
436	人口普查	124
437	玩家们	101
438	认同	74
439	传球	98
440	任意球	102
441	雷达	88
442	银行	46
443	战斗力	89
444	外语	64
445	用料	95
446	中移动	109
447	天秤	111
448	对方	54
449	日月潭	131
450	这部	72
451	自治区	82
452	南极	95
453	食物	66
454	当代	70
455	bmw	134
456	文档	70
457	油漆	84
458	试卷	78
459	房企	125
460	墙面	93
461	陈水扁	94
462	数据库	60
463	阿森纳	99
464	红砖	121
465	张兰	155
466	同学	52
467	材料	46
468	男友	74
469	nba	117
470	调剂	93
471	快船	117
472	新物种	146
473	潘霜霜	70
474	摇滚	76
475	攻击	59
476	linux	93
477	光圈	86
478	中场	88
479	回来	49
480	海拔	87
481	机组	88
482	技能	60
483	第二节	92
484	外援	103
485	环保	57
486	乐坛	93
487	小行星	121
488	余叔岩	169
489	庞茂琨	187
490	饮食	66
491	思想	49
492	联合	50
493	春光	91
494	天蝎	101
495	发射	78
496	公测	90
497	级差	127
498	数据线	88
499	单词	79
500	暗物质	143
501	金牛	102
502	考查	96
503	伊拉克	79
504	房子	61
505	领土	92
506	sn	116
507	上市	52
508	巡航导弹	120
509	素质	56
510	资费	78
511	罗丹	126
512	耳机	74
513	景区	78
514	主持人	74
515	云台山	127
516	我国	46
517	卫视	81
518	家庭	47
519	角色	60
520	蔡依林	85
521	机动	76
522	平台	46
523	走势	70
524	选购	67
525	直板	101
526	配置	55
527	ghz	70
528	航空	65
529	回家	55
530	烤盘	122
531	第三节	70
532	车身	85
533	摩羯	119
534	联考	91
535	先进	50
536	校区	86
537	改版机	135
538	活塞	95
539	供稿	99
540	首轮	101
541	章程	85
542	奖学金	90
543	驱逐舰	111
544	实施	46
545	css	105
546	教材	63
547	万科	99
548	amp	118
549	巡演	106
550	婆婆	88
551	汉光	132
552	反应堆	124
553	安装	48
554	海平面	119
555	专业课	89
556	4月18日	70
557	木地板	99
558	家装网	145
559	婴儿	70
560	面团	121
561	钻石	74
562	巨蟹	110
563	服务器	51
564	职业	46
565	中国画	109
566	上海大众	100
567	基因	81
568	大学生	60
569	房屋	60
570	演唱	64
571	选拔	81
572	性能	53
573	航空母舰	108
574	投资者	67
575	外套	87
576	水星	108
577	嫌疑人	87
578	战术	77
579	外观	66
580	写生	111
581	罗旭	162
582	预期	68
583	失误	78
584	描述	53
585	连载	72
586	pk	102
587	3g	110
588	后场	109
589	hd	114
590	和平	65
591	以色列	85
592	地块	97
593	契税	110
594	环比	113
595	打击	61
596	头球	102
597	语文	71
598	投档	114
599	探测	89
600	防空	102
601	前场	103
602	心理	50
603	水墨画	119
604	测试	48
605	厨房	69
606	suv	149
607	合格	63
608	母乳	109
609	融资	73
610	实验	57
611	实木地板	108
612	天体	108
613	电视节目	85
614	硅谷	89
615	歌词	58
616	总统	70
617	卫星	74
618	翻拍	116
619	福岛	152
620	一部	63
621	天文学家	116
622	配件	56
623	八卦	76
624	科赫	163
625	一个人	70
626	台海	103
627	声优	108
628	内存	61
629	侦察	90
630	主演	74
631	mac	114
632	xp	90
633	卫生	52
634	2.2	70
635	一块	70
636	ibm	114
637	日本自卫队	127
638	型号	56
639	面积	51
640	证实	58
641	第一节	90
642	推演	117
643	左路	108
644	狮子	82
645	东电	140
646	04/3787	70
647	搜房	78
648	联通	68
649	个体工商户	103
650	金星	94
651	论文	62
652	乳腺癌	107
653	试验	65
654	人士	50
655	探测器	98
656	岳敏君	173
657	水瓶	90
658	肿物	138
659	改革	52
660	员工	56
661	火星	84
662	旅游	45
663	静脉	91
664	赔率	97
665	帕萨特	92
666	第四节	70
667	高职	95
668	黄油	114
669	司考	115
670	解题	97
671	构图	97
672	指导价	108
673	部署	69
674	皇帝	74
675	切成	96
676	辽宁队	121
677	业主	67
678	edu	74
679	参考价	96
680	答题	90
681	药店	91
682	三分球	115
683	1.8	70
684	霍克海默	175
685	复发	91
686	月球	100
687	资产	57
688	网队	124
689	中国足协	102
690	射手	85
691	存储	63
692	风电	122
693	日子	53
694	boss	101
695	彭明盛	179
696	李艾科	70
697	枭龙	140
698	人体	61
699	小牛	100
700	前锋	85
701	小贴士	103
702	应用程序	80
703	申花队	126
704	政治	50
705	裁判	82
706	google	84
707	金融	53
708	演出	65
709	战胜	75
710	切除	99
711	国庆	69
712	预热	105
713	掌握	53
714	第一	70
715	帕克	113
716	回球	135
717	俄罗斯	66
718	病情	82
719	货币	69
720	lv	70
721	教练	70
722	措施	51
723	新生	68
724	英超	90
725	知识点	97
726	乳糖	127
727	斯柯达	125
728	代码	54
729	内测	92
730	京东	119
731	节目	59
732	门将	94
733	张超峰	70
734	保障	53
735	hpv	178
736	esa	160
737	女朋友	72
738	测光	107
739	那天	63
740	比例	58
741	右路	108
742	腕表	112
743	力量	50
744	女孩	50
745	犯罪	64
746	学费	78
747	播出	81
748	晚上	50
749	邓肯	113
750	女性	50
751	chinajoy	142
752	读者	59
753	9月份	70
754	先生	45
755	击败	83
756	风险	50
757	批次	98
758	web	74
759	美元	55
760	阀芯	133
761	购房人	110
762	3000元	70
763	1.6	70
764	gsm	129
765	成本	51
766	幸福	48
767	命令	64
768	高血压	80
769	加分	83
770	规模	49
771	加强	46
772	上海交通大学	102
773	男朋友	77
774	画面	62
775	写作	66
776	卡扎菲	146
777	孔子	91
778	景观	73
779	谢杏芳	138
780	页面	47
781	睡眠	79
782	鸡蛋	74
783	监管	68
784	分值	99
785	做法	62
786	芬森	70
787	牡羊座	123
788	首付	103
789	商品	45
790	两队	70
791	定制	74
792	指数	61
793	x染色体	191
794	甲醛	95
795	江湖	64
796	面料	83
797	武装	76
798	儿子	62
799	印花	92
800	brown	70
801	ram	108
802	融创	152
803	主队	101
804	常规赛	111
805	旋律	77
806	诊断	70
807	奢华	89
808	x3	115
809	居民	62
810	气候	75
811	放射性	94
812	文人	94
813	奢侈	84
814	gps	126
815	激活码	123
816	台独	100
817	维生素	78
818	雁荡山	121
819	木星	114
820	文科	89
821	园林	72
822	引起	47
823	复古	94
824	联系人	50
825	jiazhuang	70
826	平方米	60
827	团购网	111
828	央行	83
829	相思雨	117
830	骑士	64
831	股东	72
832	邮资	106
833	周琦	158
834	情人	61
835	2.0	70
836	张海丽	152
837	厦门队	149
838	中式	85
839	主帅	91
840	人民币	58
841	影视	52
842	反击	82
843	兵种	109
844	股份	58
845	下跌	73
846	一枚	70
847	开出	81
848	海域	92
849	调用	80
850	世界杯	66
851	徐悲鸿	127
852	搜索引擎	71
853	ip	87
854	洗净	89
855	道具	70
856	自主	60
857	备考	94
858	凝视	90
859	变暖	114
860	地热	112
861	东海	84
862	思维	63
863	招办	109
864	黑洞	96
865	视频	46
866	夺冠	84
867	理科	88
868	直辖市	80
869	车贷	125
870	腾讯	76
871	中子	120
872	burberry	156
873	演示	72
874	药柜	149
875	现场	49
876	皮革	78
877	牙膏	99
878	违法	62
879	詹姆斯	96
880	私人	68
881	东京电力公司	177
882	搜房网	82
883	男装	90
884	制度	48
885	预防	63
886	bitauto	70
887	gucci	133
888	第8页	70
889	百姓网	152
890	农村	58
891	4g	70
892	wcdma	170
893	司机	69
894	吴哥	129
895	社交	88
896	款式	77
897	士兵	76
898	南极洲	132
899	整机	84
900	两栖	112
901	即可	48
902	感染	68
903	chanel	134
904	天津队	131
905	模式	46
906	光线	80
907	电信	55
908	少许	88
909	方力钧	166
910	理论	52
911	造型	64
912	丈夫	68
913	xt	70
914	国务院	66
915	舰艇	109
916	登陆战	130
917	曼联	92
918	太阳队	130
919	利率	79
920	王洪宁	70
921	加热	83
922	抵制	82
923	蔬菜	72
924	出演	90
925	黄牌	103
926	校长	70
927	用地	83
928	海滩	88
929	热刺	115
930	奥尼尔	107
931	人物	51
932	对焦	98
933	clone	131
934	做题	106
935	ceo	123
936	换下	102
937	奖励	62
938	地漏	123
939	颐和园	112
940	经典	47
941	主频	97
942	国防部	108
943	风云榜	106
944	触摸屏	100
945	房源	76
946	大脑	78
947	图案	75
948	极光	102
949	三军	105
950	需求	48
951	男生	67
952	焦距	98
953	实德	105
954	发售	81
955	专升本	96
956	近视	90
957	按钮	67
958	化石	100
959	运行	47
960	病毒	61
961	华语	87
962	ipo	150
963	明斯克	141
964	吴冠中	139
965	间谍	90
966	体内	73
967	板块	74
968	中超	94
969	闫博	70
970	沈沁	70
971	外汇	76
972	进口	57
973	色彩	58
974	月球车	159
975	凝结核	176
976	iphone	70
977	谨慎	62
978	理解	50
979	三网	70
980	电容	90
981	苹果	65
982	语种	81
983	动漫	55
984	调查	45
985	计划数	124
986	扩展	66
987	认证	53
988	考核	66
989	退房	105
990	高分	88
991	施振荣	144
992	收入	52
993	望远镜	97
994	2005年	70
995	硬件	58
996	增速	90
997	平板	82
998	海水	86
999	组件	78
1000	角球	109
1001	偏出	117
1002	罚球	112
1003	中钢集团	145
1004	第二季度	70
1005	应试	88
1006	原子量	149
1007	上调	86
1008	处方	91
1009	教授	59
1010	篮球	66
1011	流行音乐	85
1012	哈欠	110
1013	兴趣	50
1014	足彩	99
1015	战绩	90
1016	生物	57
1017	地图	52
1018	rom	70
1019	变速箱	97
1020	分省	127
1021	伊卡洛斯	169
1022	金丝猴	126
1023	弹道导弹	119
1024	坐骑	103
1025	深圳队	124
1026	球门	105
1027	金德	115
1028	发行	57
1029	双方	55
1030	月牙泉	132
1031	肝移植	134
1032	施工	63
1033	明星	53
1034	新华网	64
1035	yoka	70
1036	细胞	71
1037	保级	110
1038	西安交通大学	108
1039	总分	92
1040	瘢痕	125
1041	资本	61
1042	特色	51
1043	机制	57
1044	套房	92
1045	门诊	84
1046	赵宁	70
1047	黑色	59
1048	水墨	105
1049	腌制	113
1050	统一	50
1051	键盘	66
1052	游人	89
1053	词汇	78
1054	篮板球	123
1055	低保	103
1056	代理商	72
1057	下表	97
1058	山水画	113
1059	2.1	70
1060	个股	84
1061	格利特	161
1062	木材	82
1063	动物	56
1064	观望	82
1065	创业板	121
1066	原子能	111
1067	游览	82
1068	材质	73
1069	移动	48
1070	卫浴	90
1071	开展	50
1072	血管	76
1073	车主	80
1074	周杰伦	75
1075	防御	76
1076	认识	45
1077	大肠杆菌	116
1078	王思聪	70
1079	股价	82
1080	选举	80
1081	avs	161
1082	热液	150
1083	豪瑟	70
1084	批判	88
1085	推理	80
1086	预约	79
1087	控制线	124
1088	微波炉	95
1089	征收	81
1090	连衣裙	89
1091	两国	80
1092	国安队	142
1093	绵山	143
1094	java	92
1095	易中天	112
1096	流行	51
1097	皮球	102
1098	一名	54
1099	制剂	86
1100	实行	54
1101	曹天	70
1102	上映	83
1103	周立波	164
1104	52/3787	70
1105	房贷	93
1106	珊瑚	85
1107	热队	128
1108	军力	113
1109	下降	58
1110	公积金	90
1111	反潜	124
1112	提示	48
1113	镜泊湖	139
1114	物业	64
1115	服用	82
1116	陈丹青	139
1117	短信	50
1118	比亚迪	117
1119	注射	81
1120	营养液	123
1121	武侠	73
1122	胃癌	110
1123	引力	101
1124	吉他	83
1125	时装周	111
1126	国债	92
1127	面粉	91
1128	证书	61
1129	同期	72
1130	威胁	64
1131	粒子	99
1132	奶酪	103
1133	科研	60
1134	群众	58
1135	阵容	79
1136	传中	105
1137	课堂	68
1138	上班	63
1139	谢霆锋	87
1140	firefox	115
1141	取胜	86
1142	择优	98
1143	茶匙	119
1144	os	116
1145	excel	114
1146	融化	90
1147	internet	98
1148	剂量	95
1149	保养	70
1150	套数	115
1151	到货	77
1152	足协	90
1153	出界	128
1154	鄱阳湖	126
1155	外科	83
1156	库塔	137
1157	黄龙溪	153
1158	夏普	87
1159	大s	148
1160	火炮	108
1161	退行	131
1162	武备	131
1163	飞行员	98
1164	twitter	70
1165	辅导班	95
1166	含有	65
1167	47个	70
1168	西方	67
1169	意甲	93
1170	六级	85
1171	概况	73
1172	统考	98
1173	补贴	80
1174	中国军队	111
1175	泌乳素	153
1176	刘强东	70
1177	支付	53
1178	谢东	152
1179	胎儿	95
1180	奶油	99
1181	调整	47
1182	nasa	148
1183	每年	55
1184	想到	49
1185	大盘	79
1186	颜色	52
1187	门窗	80
1188	齐达内	101
1189	台球	98
1190	草案	86
1191	一球	70
1192	刘翔	95
1193	传统	48
1194	星际	85
1195	见面	65
1196	印度	69
1197	回去	63
1198	逻辑	71
1199	股权	76
1200	披露	75
1201	中国人	63
1202	研究者	98
1203	陈国强	146
1204	三季度	70
1205	me	69
1206	油耗	90
1207	梁万俊	181
1208	全球	47
1209	马来西亚	82
1210	白化	135
1211	暧昧	82
1212	阶段	51
1213	吵架	84
1214	胜利	62
1215	答应	67
1216	斗争	75
1217	电网	92
1218	隔音	101
1219	营销	54
1220	债务	83
1221	夹克	89
1222	落后	71
1223	国安	100
1224	分泌	79
1225	导航	56
1226	核弹	114
1227	马里昂	131
1228	单曲	81
1229	奇艺	174
1230	groupon	70
1231	server	84
1232	票房	89
1233	门板	113
1234	按照	46
1235	舞曲	77
1236	女友	68
1237	业绩	65
1238	4月17日	70
1239	公开	51
1240	symbian	138
1241	同事	66
1242	陶瓷	74
1243	实价	123
1244	乳房	86
1245	ac米兰	152
1246	命中率	102
1247	处女	75
1248	泄漏	89
1249	回合	92
1250	灿烂	71
1251	九寨沟	96
1252	小火	107
1253	dior	139
1254	禁毒	107
1255	食用	75
1256	个税	99
1257	插座	90
1258	本季	111
1259	脂肪	77
1260	轿车	69
1261	b2c	129
1262	华视	123
1263	中国移动	84
1264	试驾	92
1265	学士	85
1266	昆虫	95
1267	十一	66
1268	服从	82
1269	欧盟	78
1270	替补	90
1271	3d	96
1272	窝窝	119
1273	参考	45
1274	翻译	62
1275	特鲁西埃	143
1276	手动	73
1277	html	60
1278	山本初枝	216
1279	实力	55
1280	实践	55
1281	出口	55
1282	植物	63
1283	登记	57
1284	取得	47
1285	考题	97
1286	维护	46
1287	扩展卡	118
1288	高级	47
1289	舒适	67
1290	活水	121
1291	复旦大学	93
1292	李彦宏	125
1293	味道	63
1294	魔羯座	114
1295	结束	47
1296	加加林	144
1297	自行车	73
1298	快递	73
1299	投篮	104
1300	存款	66
1301	表达	57
1302	徐匡	178
1303	单击	78
1304	投中	119
1305	情歌	81
1306	糖尿病	78
1307	考场	90
1308	频道	49
1309	可用	70
1310	ml	83
1311	反馈	60
1312	文物	79
1313	第二	70
1314	显示屏	80
1315	孙燕姿	86
1316	阳台	80
1317	女儿	63
1318	张歆艺	182
1319	半场	93
1320	礼包	117
1321	北大	73
1322	上市公司	77
1323	卡特	101
1324	形成	45
1325	小产权	168
1326	武警	92
1327	取出	81
1328	收购	64
1329	洋葱	100
1330	孙宏斌	130
1331	800万	70
1332	创建	58
1333	运营	62
1334	加息	92
1335	频段	106
1336	涨幅	81
1337	microsd	70
1338	平局	105
1339	台南	107
1340	曲目	86
1341	倾诉	86
1342	函数	80
1343	军舰	106
1344	北京时间	65
1345	战时	105
1346	优雅	74
1347	营业时间	98
1348	tft	151
1349	面包	80
1350	孕妇	80
1351	保障性	138
1352	张柏芝	89
1353	吃饭	62
1354	中介	64
1355	台北	74
1356	list	70
1357	服装	53
1358	mv	99
1359	推出	47
1360	物质	62
1361	乐观	71
1362	美术史	129
1363	prada	149
1364	轮胎	80
1365	女生	59
1366	led	111
1367	部属	108
1368	中国联通	93
1369	题材	78
1370	代课	119
1371	太阳系	109
1372	器官	83
1373	电子战	133
1374	共享软件	83
1375	mysql	105
1376	商城	57
1377	婴幼儿	98
1378	事业	49
1379	队友	85
1380	沙发	68
1381	魔域	95
1382	现代化	66
1383	包袋	119
1384	减持	108
1385	扭矩	100
1386	马林	130
1387	尤文图斯	104
1388	青岛队	138
1389	上场	87
1390	直升机	93
1391	n8	129
1392	监督	54
1393	lg	108
1394	故宫	95
1395	玉米	76
1396	身体	49
1397	医学	62
1398	航行	98
1399	房间	62
1400	球场	82
1401	利物浦	98
1402	土星	112
1403	盖德	144
1404	香港	48
1405	墨子	124
1406	东风标致	112
1407	制定	54
1408	锡纸	139
1409	拌匀	108
1410	50/2010	70
1411	160/2010	70
1412	山势	112
1413	洛带	156
1414	哮喘	95
1415	这本	82
1416	结核病	116
1417	蜥蜴	112
1418	蛋白质	81
1419	化学	60
1420	美国人	80
1421	腹腔镜	125
1422	fec	70
1423	事故	63
1424	订制	92
1425	长春亚泰	133
1426	时代	46
1427	兵力	95
1428	自考	80
1429	华中科技大学	105
1430	客户端	76
1431	中路	79
1432	许江	70
1433	蔡国强	165
1434	内饰	94
1435	返券	135
1436	税率	92
1437	家乐福	101
1438	底线	89
1439	首张	93
1440	端口	78
1441	对象	53
1442	风光	68
1443	词霸	101
1444	估值	104
1445	卫生部	85
1446	产后	96
1447	怀孕	77
1448	祖国	72
1449	战备	115
1450	笔墨	103
1451	两岸	78
1452	土地增值税	123
1453	详情	62
1454	尤伯杯	153
1455	海布里	138
1456	变化	47
1457	热火	99
1458	电力	63
1459	慢性	82
1460	人数	51
1461	五元	114
1462	汪小菲	70
1463	星系	110
1464	风水	87
1465	卫生间	82
1466	品质	55
1467	门派	50
1468	连接	49
1469	灵感	80
1470	民办学校	114
1471	北京市	66
1472	tsi	70
1473	血液	72
1474	mba	133
1475	个人所得	96
1476	母亲	61
1477	一体化	77
1478	马云	110
1479	尤文	95
1480	上午	55
1481	射程	105
1482	粉丝	84
1483	wlan	159
1484	形式	46
1485	印度洋	108
1486	鸡翅	112
1487	微软	65
1488	观者	115
1489	迪奥	108
1490	发动	63
1491	对阵	94
1492	生气	68
1493	漫游	89
1494	松鼠	105
1495	谍战	155
1496	颁奖	83
1497	top	74
1498	蛋糕	79
1499	850/900	70
1500	佳能	81
1501	课本	88
1502	风景名胜区	102
1503	戴戈	208
1504	主裁判	114
1505	巴博萨	149
1506	mvp	135
1507	模拟	63
1508	文夫人	70
1509	战区	110
1510	闪光灯	93
1511	保利	108
1512	造成	45
1513	气象	76
1514	印尼	88
1515	滚石	105
1516	特种	74
1517	主机	63
1518	浏览器	63
1519	资格	55
1520	mm	57
1521	乌镇	119
1522	sp	94
1523	杨宇飞	70
1524	垂体瘤	153
1525	资料片	108
1526	事发	91
1527	lte	70
1528	山水	78
1529	采集	77
1530	面向对象	106
1531	jquery	70
1532	海洋	69
1533	混合	69
1534	上网卡	96
1535	升格	115
1536	未来	47
1537	吴金贵	131
1538	埃托奥	124
1539	鲁能	99
1540	通信	57
1541	访谈	79
1542	雪佛兰	106
1543	英雄	57
1544	团队	60
1545	前妻	105
1546	全系	110
1547	牛奶	77
1548	精子	103
1549	福州	67
1550	报名	58
1551	城乡	78
1552	加试	116
1553	哈工大	120
1554	失眠	78
1555	td	91
1556	nook	70
1557	进一步	47
1558	单行本	116
1559	包凡	70
1560	基层	69
1561	内分泌	94
1562	中锋	100
1563	windows	81
1564	淘金	94
1565	基德	116
1566	分区	81
1567	指挥员	118
1568	学者	68
1569	肌肤	76
1570	锦湖	135
1571	皮肤	61
1572	准备金率	117
1573	中国女队	70
1574	控球	111
1575	预算	71
1576	星系团	164
1577	墓室	127
1578	分形	138
1579	ortiz	70
1580	学年	88
1581	选择题	95
1582	英格兰	88
1583	教练机	136
1584	中学	57
1585	红酒	95
1586	直肠癌	125
1587	重卡	127
1588	牛肉	86
1589	特长生	119
1590	国防生	128
1591	保送生	126
1592	驾驶	67
1593	答案	60
1594	蛋黄	104
1595	妻子	65
1596	tf卡	178
1597	联城	120
1598	阿格布	70
1599	回落	81
1600	cpi	150
1601	盛大	76
1602	记忆	57
1603	计算机	50
1604	高三	82
1605	铃声	57
1606	家人	66
1607	儒家	101
1608	视力	85
1609	所得	72
1610	属性	66
1611	以为	49
1612	登陆舰	139
1613	贵族	76
1614	下午	50
1615	衣服	56
1616	牛仔裤	84
1617	队员们	99
1618	亏损	79
1619	丁方	166
1620	射线	101
1621	原作	100
1622	磁盘	81
1623	sql	101
1624	奇才	102
1625	艺人	80
1626	天文学	113
1627	神学	116
1628	建筑	46
1629	体检	85
1630	心理学	81
1631	一场	54
1632	剧情	70
1633	五一	76
1634	就业率	104
1635	泰山队	136
1636	蒋燕皎	165
1637	福拉多	146
1638	影像	71
1639	古力	126
1640	表面	60
1641	土豆	89
1642	优势	50
1643	轰炸机	106
1644	财运	108
1645	领导人	76
1646	长焦	103
1647	公会	80
1648	9月29日	70
1649	老生	119
1650	练习	66
1651	编程	66
1652	试飞员	147
1653	烤制	128
1654	汪精卫	129
1655	总理	74
1656	曝光	66
1657	发病率	97
1658	进化	87
1659	线条	81
1660	分布式	102
1661	过期	77
1662	首播	104
1663	生长	69
1664	全科	99
1665	雅虎	76
1666	目录	53
1667	卫冕	101
1668	韦德	118
1669	吉诺比利	123
1670	得球	123
1671	全队	100
1672	舰队	95
1673	收费	57
1674	天文	84
1675	新车	77
1676	vitas	146
1677	深圳	45
1678	有效期	69
1679	amoled	70
1680	学术	65
1681	臭氧层	122
1682	持有	72
1683	迅雷	79
1684	顺驰	101
1685	王菲	84
1686	毛衣	83
1687	防潮	95
1688	玄关	114
1689	仿古砖	139
1690	赛场	83
1691	房产	56
1692	dmg	148
1693	佛罗伦萨	112
1694	修正案	109
1695	实德队	132
1696	奥多姆	140
1697	何音	174
1698	纪晓岚	124
